object_id,curiosity_text,source_label,source_url,verified
"messier-M90","M90 è una rara galassia Messier con spostamento verso il blu, perché si muove nella nostra direzione all'interno dell'Ammasso della Vergine. Il gas del suo disco viene strappato dalla pressione del mezzo intergalattico.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-90/",1
"messier-M91","M91 fu a lungo uno dei grandi oggetti perduti di Messier. Un errore nel riferimento usato per calcolare le coordinate venne ricostruito nel XX secolo, identificandola con la spirale barrata NGC 4548.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-91/",1
"messier-M92","Per effetto della precessione terrestre, fra circa 14.000 anni il polo nord celeste passerà a meno di un grado da M92. L'ammasso diventerà così un vicino spettacolare del punto attorno a cui ruoterà il cielo.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-92/",1
"messier-M93","Le stelle più luminose di M93 disegnano una figura triangolare o a farfalla. L'ammasso ha qualche centinaio di milioni di anni, abbastanza perché diverse componenti massicce siano già diventate giganti rosse.","Wikipedia","https://en.wikipedia.org/wiki/Messier_93",1
"messier-M94","Oltre al brillante anello interno, M94 possiede un enorme disco esterno formato da deboli bracci a spirale. Questa struttura periferica ospita ancora formazione stellare, nonostante sembri quasi un anello separato.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-94/",1
"messier-M95","Nel 2012 la supernova SN 2012aw esplose in M95. Immagini precedenti permisero di identificare la progenitrice come una supergigante rossa, collegando direttamente una stella alla sua esplosione finale.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-95/",1
"messier-M96","Il nucleo di M96 non è centrato rispetto ai bracci e il disco appare asimmetrico. Le perturbazioni gravitazionali del Gruppo di Leo, forse amplificate dalla vicina M95, ne hanno deformato la struttura.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-96/",1
"messier-M97","Gli occhi della Nebulosa Civetta sono due cavità meno dense nel guscio di gas. L'effetto dipende dall'orientamento: osserviamo una struttura tridimensionale modellata dal vento della nana bianca centrale.","Wikipedia","https://en.wikipedia.org/wiki/Owl_Nebula",1
"messier-M98","M98 è spostata verso il blu e si avvicina alla Via Lattea, comportamento insolito per una galassia tanto lontana. Il suo disco quasi di taglio è ricco di polvere e idrogeno, ma mostra segni di perturbazione nell'ambiente della Vergine.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-98/",1
"messier-M99","Uno dei bracci di M99 è molto più esteso degli altri. L'asimmetria potrebbe essere stata prodotta da un incontro con una galassia vicina e dalla pressione esercitata dal gas dell'Ammasso della Vergine.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-99/",1
"messier-M100","Le Cefeidi osservate da Hubble in M100 furono una tappa fondamentale del progetto che misurò la costante di Hubble. Questa galassia contribuì quindi a calibrare il ritmo di espansione dell'Universo.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-100/",1
"messier-M101","M101 è quasi grande il doppio della Via Lattea e contiene centinaia di miliardi di stelle, ma il suo disco è fortemente asimmetrico. Gli incontri con galassie compagne hanno stirato un lato dei bracci.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-101/",1
"messier-M102","L'identità di M102 è ancora discussa perché Méchain la descrisse senza coordinate affidabili. La candidata più accettata è NGC 5866, una galassia lenticolare vista quasi di taglio e attraversata da una sottile fascia di polvere.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-102/",1
"messier-M103","M103 contiene soltanto alcune decine di membri confermati ed è uno degli ammassi aperti più lontani del catalogo Messier. Due giganti rosse aggiungono un netto contrasto alle stelle azzurre dominanti.","Wikipedia","https://en.wikipedia.org/wiki/Messier_103",1
"messier-M104","Il Sombrero possiede un sistema insolitamente ricco, circa duemila ammassi globulari: quasi dieci volte quelli della Via Lattea. La fascia di polvere nasconde un disco stellare dentro un enorme alone.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-104/",1
"messier-M105","M105 era considerata una galassia completamente spenta, ma osservazioni profonde hanno trovato stelle giovani e nubi di idrogeno. Anche una grande ellittica può quindi conservare piccole sacche di formazione stellare.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-105/",1
"messier-M106","M106 mostra due bracci anomali che non seguono il disco stellare. Sono prodotti da onde d'urto e getti legati al buco nero centrale, che riscaldano il gas mentre attraversano la galassia.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-106/",1
"messier-M107","M107 fu l'ultimo oggetto Messier scoperto da Pierre Méchain e venne aggiunto ufficialmente al catalogo soltanto nel 1947. Con M105 e M106 completò la versione moderna dei 110 oggetti.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-107/",1
"messier-M108","M108 è vista quasi di taglio e non mostra un bulge centrale ben definito. Il suo disco irregolare, ricco di polvere e regioni di formazione stellare, contiene numerose sorgenti X compatte.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-108/",1
"messier-M109","M109 è la galassia più luminosa di un gruppo che comprende decine di membri. La barra centrale guida gas verso le regioni interne e contribuisce a disegnare un debole anello attorno al nucleo.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-109/",1
"messier-M110","Pur essendo classificata come ellittica nana, M110 contiene polvere e stelle relativamente giovani vicino al centro. Sono indizi di formazione stellare recente, insoliti per una galassia dall'aspetto così regolare.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-110/",1
"caldwell-C1","NGC 188 ha circa cinque miliardi di anni, un'età eccezionale per un ammasso aperto, i cui membri di solito si disperdono molto prima. La posizione vicina al polo nord celeste lo rende inoltre osservabile per quasi tutto l'anno dalle latitudini boreali.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-1/",1
"caldwell-C2","La stella centrale di NGC 40 è una Wolf-Rayet caldissima che espelle materiale a grande velocità. Il vento recente urta gli strati più lenti persi in precedenza e modella il guscio irregolare della nebulosa.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-2/",1
"caldwell-C3","NGC 4236 è una grande spirale vista quasi di taglio, ma la sua luce è distribuita su un'area tanto ampia da renderla elusiva. Le chiazze più evidenti del disco sono regioni dove continuano a formarsi stelle.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-3/",1
"caldwell-C4","La Nebulosa Iris brilla perché la polvere riflette la luce della stella HD 200775. Intorno al centro azzurro compaiono tonalità rossastre prodotte da minuscoli granelli e molecole aromatiche illuminate dalla radiazione ultravioletta.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-4/",1
"caldwell-C5","IC 342 è soprannominata Galassia Nascosta perché si trova dietro il piano polveroso della Via Lattea. Senza questo velo apparirebbe fra le spirali più luminose del cielo, estesa quasi quanto la Luna piena.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-5/",1
"caldwell-C6","L'Occhio di Gatto possiede anelli concentrici, getti e nodi che una singola espulsione sferica non spiega. La geometria suggerisce episodi ripetuti e forse l'azione di una compagna sulla stella centrale morente.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-6/",1
"caldwell-C7","Nel 2004 NGC 2403 ospitò SN 2004dj, una delle supernovae di tipo II più vicine osservate in epoca moderna. L'esplosione avvenne dentro un compatto gruppo stellare che permise di studiarne la popolazione progenitrice.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-7/",1
"caldwell-C8","Uno studio fotometrico di NGC 559 stima un’età di circa 224 milioni di anni e rileva segregazione di massa: le stelle più massicce si concentrano verso il centro. La distribuzione attuale delle stelle porta quindi la traccia delle interazioni gravitazionali interne.","Joshi et al. (MNRAS)","https://arxiv.org/abs/1310.2178","1"
"caldwell-C9","La Nebulosa Grotta si trova sul bordo della nube molecolare Cepheus B. La radiazione delle stelle massicce comprime il gas adiacente, creando fronti luminosi e nuove generazioni stellari lungo la cavità.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-9/",1
"caldwell-C10","NGC 663 contiene un numero insolitamente elevato di stelle Be, astri caldi che ruotano rapidamente e circondati da dischi gassosi. Le loro righe di emissione permettono di studiare come la rotazione modifica l'evoluzione stellare.","Wikipedia","https://en.wikipedia.org/wiki/NGC_663",1
"caldwell-C11","La Bolla è gonfiata dal vento della stella massiccia BD+60 2522. La stella non appare al centro geometrico perché il vento incontra gas di densità diversa e la stella stessa si muove rispetto alla nube.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-11/",1
"caldwell-C12","NGC 6946 merita il nome Fuochi d'Artificio: dal 1917 vi sono state scoperte almeno dieci supernovae. La galassia è ricca di formazione stellare, ma la Via Lattea ne attenua la luce con polvere in primo piano.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-12/",1
"caldwell-C13","Le due stelle brillanti che formano gli occhi dell'Ammasso Civetta gli danno anche l'aspetto di un personaggio con le braccia aperte. La luminosa Phi Cassiopeiae è proiettata nello stesso campo, ma la sua appartenenza fisica resta discussa.","Wikipedia","https://en.wikipedia.org/wiki/NGC_457",1
"caldwell-C14","Il Doppio Ammasso era già noto a Ipparco oltre duemila anni fa. NGC 869 e NGC 884 sono due popolazioni giovani vicine nello spazio; supergiganti rosse sparse fra molte stelle azzurre ne accentuano il contrasto cromatico.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-14/",1
"caldwell-C15","NGC 6826 sembra lampeggiare quando si alternano visione diretta e distolta. Guardando il centro domina la stella; spostando appena lo sguardo, la retina periferica fa emergere il debole guscio e cambia improvvisamente l'aspetto.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-15/",1
"caldwell-C16","NGC 7243 è un ammasso giovane e molto disperso, con stelle distribuite in piccoli gruppi invece che attorno a un nucleo netto. Questa struttura irregolare mostra un sistema già avviato verso la dissoluzione nel disco galattico.","Wikipedia","https://en.wikipedia.org/wiki/NGC_7243",1
"caldwell-C17","NGC 147 è una satellite nana di Andromeda quasi priva di gas e di formazione stellare recente. Il contrasto con la vicina NGC 185, che conserva polvere e stelle giovani, mostra due evoluzioni diverse nello stesso ambiente.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-17/",1
"caldwell-C18","Benché sia una galassia nana ellittica, NGC 185 contiene nubi di polvere, stelle giovani e resti di supernova. È una prova che una morfologia apparentemente tranquilla non implica necessariamente un'evoluzione completamente spenta.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-18/",1
"caldwell-C19","La Nebulosa Bozzolo si trova all'estremità della lunga nebulosa oscura Barnard 168. Il contrasto fra il bozzolo luminoso e la scia nera racconta due modi opposti in cui la stessa polvere può riflettere o bloccare la luce.","Wikipedia","https://en.wikipedia.org/wiki/IC_5146",1
"caldwell-C20","Il profilo del Nord America non è un bordo fisico del gas: è disegnato dalla nube oscura LDN 935, che nasconde la luce della nebulosa retrostante e crea il Golfo del Messico.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-20/",1
"caldwell-C21","Una tenue corrente stellare attorno a NGC 4449 è il resto di una galassia ancora più piccola, deformata dalle forze di marea. Mostra che anche le galassie nane crescono inglobando compagne: non sono soltanto prede dei sistemi più grandi.","NASA APOD","https://apod.nasa.gov/apod/ap120126.html","1"
"caldwell-C22","Il colore della Palla di Neve Blu nasce dalle righe di ossigeno ionizzato nel gas caldo. La nebulosa possiede più gusci in espansione, prodotti da fasi successive della perdita di massa della stella centrale.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-22/",1
"caldwell-C23","NGC 891 è spesso usata come analogo della Via Lattea vista di taglio. Filamenti di polvere si sollevano molto sopra il disco, trascinati da venti e supernovae delle regioni in cui nascono nuove stelle.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-23/",1
"caldwell-C24","NGC 1275 domina il centro dell'Ammasso di Perseo ed è associata alla radiosorgente Perseus A. Il buco nero centrale gonfia enormi bolle nel gas caldo, mentre un secondo sistema galattico si sovrappone lungo la linea di vista.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-24/",1
"caldwell-C25","NGC 2419 è chiamato Vagabondo Intergalattico perché orbita a una distanza enorme, oltre il bordo luminoso della Via Lattea. È però massiccio e complesso, tanto da poter essere il nucleo residuo di una galassia nana catturata.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-25/",1
"caldwell-C26","NGC 4244 è una spirale sottilissima vista di taglio, quasi priva di rigonfiamento centrale. La sua struttura semplice aiuta a studiare come stelle e gas si distribuiscano verticalmente nei dischi galattici.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-26/",1
"caldwell-C27","La Nebulosa Crescente è il materiale espulso dalla stella Wolf-Rayet WR 136 che collide con un vento più lento emesso quando la stella era una supergigante rossa. L'urto produce il guscio filamentoso visibile oggi.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-27/",1
"caldwell-C28","NGC 752 ha circa 1,4 miliardi di anni e ha già perso molti membri originari. Le stelle rimaste sono sparse su un campo ampio: un'istantanea avanzata della lenta dissoluzione di un ammasso aperto.","Wikipedia","https://en.wikipedia.org/wiki/NGC_752",1
"caldwell-C29","Il nucleo di NGC 5005 è classificato come LINER, una forma debole di attività galattica. Fasce di polvere avvolgono la zona centrale, dove gas e formazione stellare convivono con l'influenza del buco nero.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-29/",1
"caldwell-C30","NGC 7331 è stata spesso chiamata gemella della Via Lattea, ma non possiede una barra centrale evidente. Dietro di lei appaiono le galassie più lontane del Deer Lick Group, una prospettiva che crea un falso gruppo compatto.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-30/",1
"caldwell-C31","AE Aurigae, la stella che accende la Nebulosa Stella Fiammeggiante, è una fuggitiva espulsa dalla regione di Orione milioni di anni fa. Sta attraversando per caso una nube che non l'ha generata.","Wikipedia","https://en.wikipedia.org/wiki/IC_405",1
"caldwell-C32","NGC 4631 è circondata da un alone di gas caldo visibile ai raggi X. Supernovae e venti delle regioni di formazione stellare spingono materia fuori dal disco, creando una sorta di fontana galattica.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-32/",1
"caldwell-C33","Il Velo Est è una parte del Cygnus Loop, l'onda d'urto di una stella esplosa migliaia di anni fa. I filamenti sottili segnano il punto in cui il fronte della supernova incontra nubi interstellari più dense.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-33/",1
"caldwell-C34","Il Velo Ovest attraversa visivamente la stella 52 Cygni, ma la stella è soltanto in primo piano e non appartiene al resto di supernova. Il contrasto rende questo tratto noto anche come Scopa della Strega.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-34/",1
"caldwell-C35","NGC 4889 ospita uno dei buchi neri più massicci misurati nell'Universo vicino, con una massa di molti miliardi di Soli. La galassia gigante occupa il cuore dell'Ammasso della Chioma.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-35/",1
"caldwell-C36","Nel disco di NGC 4559 si trova una sorgente X ultraluminosa, troppo intensa per una normale stella binaria. Potrebbe contenere un buco nero massiccio alimentato da una compagna in una giovane regione stellare.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-36/",1
"caldwell-C37","NGC 6885 e il vicino NGC 6882 hanno generato una lunga confusione di confini e denominazioni. La regione contiene gruppi stellari sovrapposti e mostra quanto un ammasso aperto disperso sia difficile da definire nel piano della Via Lattea.","Wikipedia","https://en.wikipedia.org/wiki/NGC_6885",1
"caldwell-C38","La Galassia Ago è uno degli esempi più netti di spirale vista perfettamente di taglio. Una sottile corsia di polvere divide il disco, mentre un rigonfiamento centrale luminoso ne rivela la struttura tridimensionale.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-38/",1
"caldwell-C39","NGC 2392 mostra due involucri: un guscio interno brillante e filamenti esterni simili a una pelliccia. Venti rapidissimi della stella centrale urtano materiale espulso in precedenza e generano questa doppia architettura.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-39/",1
"caldwell-C40","In NGC 3626 il gas ruota in direzione opposta rispetto alla maggior parte delle stelle. La spiegazione più probabile è l'acquisizione di materiale da una compagna, un incontro conservato nella dinamica del disco.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-40/",1
"caldwell-C41","Le Iadi sono l'ammasso aperto più vicino alla Terra, a circa 150 anni luce. Aldebaran sembra il membro più brillante, ma si trova molto più vicino ed è solo allineata in primo piano.","Wikipedia","https://en.wikipedia.org/wiki/Hyades_(star_cluster)",1
"caldwell-C42","NGC 7006 orbita nelle regioni remote dell'alone galattico, a oltre 100.000 anni luce da noi. La sua distanza lo rese un argomento storico nel dibattito sulle reali dimensioni della Via Lattea.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-42/",1
"caldwell-C43","NGC 7814 ricorda un Sombrero in miniatura, ma il suo disco è visto ancora più vicino al taglio. Una fascia di polvere estremamente sottile attraversa un grande rigonfiamento stellare quasi sferico.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-43/",1
"caldwell-C44","NGC 7479 ha una forma a S rovesciata e un getto radio che si estende in direzione opposta alla rotazione apparente dei bracci. Entrambi potrebbero derivare da una fusione con una galassia più piccola.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-44/",1
"caldwell-C45","NGC 5248 contiene due anelli di formazione stellare attorno al nucleo. La barra e i bracci convogliano gas verso il centro, dove nuove stelle nascono in strutture concentriche su scale diverse.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-45/",1
"caldwell-C46","La Nebulosa Variabile di Hubble può cambiare aspetto in poche settimane, troppo rapidamente perché il gas si sposti davvero su quella scala. Sono ombre mobili, proiettate da polvere vicina alla giovane stella R Monocerotis.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-46/",1
"caldwell-C47","NGC 6934 contiene blue straggler più calde delle normali stelle anziane dell'ammasso. La loro distribuzione permette di ricostruire come collisioni e sistemi binari abbiano rimescolato il nucleo.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-47/",1
"caldwell-C48","I bracci di NGC 2775 sono detti flocculenti: stelle giovani e polvere formano segmenti dall’aspetto piumoso, non due bracci continui e ben disegnati. Il contrasto con il grande rigonfiamento centrale, quasi privo di formazione stellare attuale, evidenzia ambienti diversi nella stessa galassia.","NASA Hubble","https://science.nasa.gov/missions/hubble/hubble-spots-feathered-spiral/","1"
"caldwell-C49","La cavità centrale della Rosetta è stata scavata dalla radiazione e dai venti delle stelle giovani di NGC 2244. Il bordo compresso della nube contiene globuli e pilastri dove la formazione stellare può proseguire.","Wikipedia","https://en.wikipedia.org/wiki/Rosette_Nebula",1
"caldwell-C50","NGC 2244 è il giovane ammasso nato dentro la Rosetta. Le sue stelle di tipo O hanno pochi milioni di anni, ionizzano la nebulosa e stanno disperdendo il materiale dal quale si sono formate.","Wikipedia","https://en.wikipedia.org/wiki/NGC_2244",1
"caldwell-C51","IC 1613 è una galassia nana del Gruppo Locale con pochissima polvere interna. Le sue Cefeidi si osservano quindi senza grandi correzioni per l'estinzione, rendendola preziosa per calibrare le distanze cosmiche.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-51/",1
"caldwell-C52","NGC 4697 sembra una tranquilla ellittica, ma le osservazioni X rivelano numerose binarie compatte sparse nella sua popolazione anziana. Queste sorgenti tracciano stelle di neutroni e buchi neri che accrescono materia.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-52/",1
"caldwell-C53","NGC 3115 fu uno dei primi esempi riconosciuti di galassia lenticolare, intermedia fra spirale ed ellittica. Il suo buco nero centrale è enorme ma quasi inattivo, perché nelle vicinanze resta poco gas da inghiottire.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-53/",1
"caldwell-C54","NGC 2506 è un ammasso aperto antico e povero di metalli, situato lontano dal piano galattico. La sua composizione lo rende utile per confrontare l'evoluzione chimica delle regioni interne ed esterne della Via Lattea.","Wikipedia","https://en.wikipedia.org/wiki/NGC_2506",1
"caldwell-C55","Le due estensioni laterali della Nebulosa Saturno sono chiamate ansae, manici. Sono getti e nodi ad alta velocità che, visti a basso ingrandimento, ricordarono a Lord Rosse gli anelli del pianeta.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-55/",1
"caldwell-C56","Al centro di NGC 246 c’è un sistema triplo: una nana bianca e una nana rossa formano una coppia attorno alla quale orbita una terza stella più distante. La compagna rossa, molto debole, è stata riconosciuta con il Very Large Telescope nel 2014.","ESO","https://www.eso.org/public/news/eso2019/","1"
"caldwell-C57","La Galassia di Barnard fu una delle prime nane esterne alla Via Lattea studiate in dettaglio. Le variabili Cefeidi osservate al suo interno aiutarono Edwin Hubble a estendere la scala delle distanze oltre la nostra Galassia.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-57/",1
"caldwell-C58","NGC 2360 fu scoperto nel 1783 da Caroline Herschel, anni prima dell'inclusione nel catalogo del fratello William. Per questo è noto anche come Ammasso di Caroline.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-58/",1
"caldwell-C59","Il Fantasma di Giove ha dimensioni apparenti vicine a quelle del pianeta, ma è un guscio di gas lontanissimo. Strati concentrici e piccoli getti raccontano episodi distinti nella perdita di massa della stella centrale.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-59/",1
"caldwell-C60","NGC 4038 è una delle due galassie Antenne. Le lunghe code che danno il nome alla coppia sono stelle e gas strappati dalle maree gravitazionali durante una collisione iniziata centinaia di milioni di anni fa.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-60-61/",1
"caldwell-C61","NGC 4039 attraversa NGC 4038 nella coppia delle Antenne. Nella zona di sovrapposizione la compressione del gas ha acceso migliaia di giovani ammassi stellari, alcuni destinati a evolvere come futuri globulari.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-60-61/",1
"caldwell-C62","NGC 247 contiene un grande vuoto apparente nel disco, con molte meno stelle vecchie rispetto alle zone circostanti. Potrebbe essere l'impronta di un'antica interazione o di processi che hanno interrotto localmente la formazione stellare.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-62/",1
"caldwell-C63","La Nebulosa Elica contiene migliaia di nodi cometari, ciascuno grande quanto il Sistema Solare. Le teste dense resistono alla radiazione centrale, mentre lunghe code puntano radialmente verso l'esterno.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-63/",1
"caldwell-C64","Tau Canis Majoris domina NGC 2362, ma non è una singola stella: è un sistema multiplo di astri massicci. L'ammasso ha soltanto pochi milioni di anni e conserva una forma compatta attorno a questo faro centrale.","Wikipedia","https://en.wikipedia.org/wiki/NGC_2362",1
"caldwell-C65","NGC 253 è una delle galassie starburst più vicine. Nel nucleo polveroso nascono stelle a ritmo elevato e il loro feedback spinge un supervento di gas caldo fuori dal disco.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-65/",1
"caldwell-C66","NGC 5694 è un globulare remoto e insolitamente compatto, legato debolmente alle regioni esterne della Via Lattea. Alcune proprietà chimiche e dinamiche fanno pensare a un'origine in una galassia nana acquisita.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-66/",1
"caldwell-C67","NGC 1097 possiede un anello circumnucleare dove il gas forma stelle a ritmo intenso. Al centro agisce un buco nero supermassiccio, mentre deboli getti ottici si estendono ben oltre il disco.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-67/",1
"caldwell-C68","La nebulosità attorno a R Coronae Australis cambia perché la stella è variabile e le nubi vicine proiettano ombre mobili. Il complesso è una delle regioni di formazione stellare più vicine al Sistema Solare.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-68/",1
"caldwell-C69","La stella centrale della Nebulosa Farfalla supera i 200.000 kelvin ed è fra le più calde note. Un denso toro di polvere nasconde il centro e costringe il gas a espandersi nei due lobi opposti.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-69/",1
"caldwell-C70","NGC 300 è una spirale relativamente isolata del Gruppo dello Scultore. Cefeidi e altre stelle variabili al suo interno hanno fornito una delle misure di distanza più precise per una galassia vicina.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-70/",1
"caldwell-C71","NGC 2477 è tanto ricco e concentrato da ricordare un globulare, pur essendo un ammasso aperto del disco. Riunisce centinaia di stelle di età diverse lungo l'evoluzione post-sequenza principale.","NASA Hubble","https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-caldwell-catalog/caldwell-71/",1
